titles,category
우크라 폭탄에 수도 심장부서 러 사령관 폭사 푸틴  또 굴욕,World
키옥시아    증시 상장 경쟁사  촉각 ,World
드론 보고 놀라 엎드리고 숨었지만  북한군  러 벌판서 떼죽음,World
           초 주파    대   할아버지의 비결,World
 정상 외교  방파제 없이 맞는 트럼프  기 해일,World
입장 뒤집고  이시바 만날 것  일본  반색 ,World
 김정은  시진핑  푸틴  한국 쏙 뺀 트럼프,World
 트럼프 지명  우크라 특사   월초 키이우 순방  유럽 입장 파악 ,World
우크라 폭탄에 수도 심장부서 러 사령관 폭사 푸틴  또 굴욕,World
 죽든 살든 열심히 일하겠습니다  대표 앞에 납짝 엎드린 직원들에    발칵 ,World
미국이 김어준에 암살조 제보  국무부는  아는 바 없다 ,World
 러 파병 북한군  진짜 총알받이였어  우크라 공개한 영상 보니,World
 삼성    는 또 빠졌네 대만 글로벌웨이퍼스    보조금  억불 받는다,World
 북한군  좀비 같아  우크라 드론에 사상자 속출,World
 좀비마약 에 중독된 돌고래  멕시코만서 무슨 일 ,World
   수장  우크라  조기종전론 경계  운명 스스로 결정해야 ,World
 시리아 완충지대 장기 주둔   네타냐후  영토 야욕 노골화,World
 한번 더 출마   트럼프 측근   선 도전  군불,World
삼성전자     격려금    만원 지급 메모리 성과급      종합 보 ,IT
우주청  우주개발실무위 개최 천리안위성  호 계획안 등 논의,IT
장내 바이러스  알츠하이머병 유발한다,IT
삼성전자     격려금    만원 지급 메모리 성과급      종합 ,IT
삼성전자  메모리 성과급       파격 지급    직원 사기 높인다,IT
티맵  결국 택시호출 사업 철수   우버에 우티 지분 전량 매각,IT
 어라  폰이 추위를 타네  변색 스마트폰 나온다,IT
 말도 못하고 극단 선택  청소년 괴롭히는  몸캠피싱  대응책 마련 절실,IT
     글로벌  치명적 사고 부르는  러그 너트 풀림  해결사로 떠오른 반프,IT
세브란스병원  펄스장 절제술  시술 성공,IT
삼성전자 반도체 격려금    만원 지급  사기진작 파격 조치 ,IT
  반도체 역사상 최대위기  국가대항전  정부 지원 절실,IT
티맵모빌리티  우버에  우티  지분 전량 매각,IT
 온누리상품권  통합 플랫폼 사업 잡음 신년 정상 서비스 차질 우려,IT
우버  티맵 보유  우티  지분 전량 인수    손놓고 단독 경영 종합 ,IT
 이제 알뜰폰 안 써요  돌변에 초비상   년 만에 결국,IT
다이아몬드 가루 뿌려 지구 온난화 막는다  문제는 비용 ,IT
푸틴  구글은 미국의 정치적 도구 ,IT
 한국어 좀 하네   제미나이 챗      공습에 삼성  빅스비  입지 좁아질까,IT
  정부    하이닉스  세계 최고     생산 업체 ,IT
  상무부  엔비디아    칩   유출 조사 착수,IT
펩시코  중동 분쟁 여파로 어려움 겪어,IT
주검 돼   트렁크 실린 남친 구글  스트리트 뷰 에 딱 걸린 범인  알고 보니,IT
 애플    아이폰에    기능 탑재 추진 바이트댄스 텐센트와 협상 중 ,IT
  만원 멤버십부터 집전화용 챗   까지 오픈  가 준비한 마지막 카드는,IT
우버  티맵 보유  우티  지분 전량 인수    손놓고 단독 경영,IT
  머트리얼즈  신재생에너지      사업 확대,IT
삼성넥스트가 투자한 알레오  스테이킹 보상 방식 조정   지속가능성 높인다 ,IT
구글  추론 전용    공개 오픈        시리즈와 경쟁,IT
티맵  우티 지분 전량 매각 비핵심자산 유동화 가속,IT
커피 애호가 몸엔 이 박테리아  배 많아 카페인 때문은 아니다,IT
범죄현장  찰칵    구글 스트리트뷰에 포착된 살인 용의자,IT
 탄핵정국 현안점검  정부 사업 의존하는 국산 보안  옥석 가리기  시작 ,IT
우버  티맵  우티 지분      인수     모빌리티 시장 공략 강화 ,IT
합성신약   신약 대표주자 이노보    신테카 격차 벌어지는 까닭,IT
 냉장고 열고 닦고  세탁기 얼고 녹고  삼성  왜 가전 괴롭히나,IT
한화그룹  필리조선소 완료   조선 방산 전략적 거점 확보,IT
토스  인천공항에서 안면인식으로 통과하세요 ,IT
  연준발 악재에 힘 못쓰는 비트코인  만    달러대까지 하락,IT
트럼프  퇴출 위기 틱톡에  동아줄  내릴까         ,IT
리더로 만나고픈 연예인      위  덱스     위  민희진 ,IT
 강민성의 헬스토리  꿈쩍하지 않는 뱃살  이 원리  알면 쉽게 빠진다,IT
          결산   빅테크 공습에 흔들리는 공공 시장 새 판 짜는   클라우드,IT
  엔솔  캐즘 속 수주 행진 올해 세번째     계약,IT
   다각화 나선 엔씨소프트  향후 전망은 ,IT
 애플  비전프로 가격 거품 확 뺀다 하위 모델도 출시 ,IT
   썰  페북 보다가 구토  비명  기절  더는 못해  직원들 집단     ,IT
      치료하고 재발도 막는 항암백신   년 내 상용화 ,IT
     만원짜리 국내용 보안 인증 누가 받나요     시대 경고음  ,IT
   추워지면 색깔 바뀌는 폰 공개  세계 최초 ,IT
올해도 게임 디렉터  소통 마케팅  열풍,IT
화웨이  애플 제치고 스마트워치 시장  위 등극 삼성은  위,IT
 이태원에서 국물이나 먹자  외국인 친구에 한국말로 카톡했더니 카톡창엔 영어 일어,IT
계획적이었나 실수였나  시점 헷갈리는 민희진의  말 ,IT
미운오리 된  전동 킥보드   올해 인프라 공공사업 발주 끊겨,IT
애플  시리  이어   챗    탑재  빅스비  공개 촉각,IT
 대어 스트리머 모셔라        과 치치직  닮은듯 다른 전략,IT
 아이언맨 안경  시대 성큼       기기 킬러 콘텐츠 된다,IT
복지위      학년도 의대 정원 감축 법안 상정    일 심의 ,IT
일주일 새 저체온 동상환자   명 급증  주말 더 춥다  한랭질환 주의보,IT
던파 모바일   에서만    조 벌었다 넥슨  연 매출  조  코앞,IT
 다크 앤 다커 로 보는 저작권 분쟁   유사성   의존도 판단,IT
교통이동 많은 연말 스미싱 주의보,IT
의료계 레지던트 채용 보이콧 의혹  술렁  정부  모집결과 직접 발표,IT
 메모리 풍향계  마이크론  우울한 실적 전망에 월가 목표가 줄하향,IT
 스템브리오   히트돔   브레인롯   올해 과학계가 주목한 단어들,IT
스코틀랜드일까 미국일까 위스키 생산지 찾아내는    나왔다,IT
새해    는     각축장   삼성      도 총출동,IT
 반도체 풍향계  마이크론  어두운 내년 전망에 주가 급락,IT
수화기 너머 챗   가 물었다  뭘 도와드릴까요  ,IT
 밤마다 울리는 끔찍한 소리  더는 못 참아 당해봐야 알지,IT
질병청  독감 유행주의보 발령 고위험군 백신 접종 받아야 ,IT
  상무부    하이닉스에 직접 보조금     억원 확정,IT
     하이닉스와     억원 규모 보조금 계약 체결,IT
  하이닉스    반도체 보조금     억원 수령 확정,IT
      하이닉스와     억원 규모 보조금 최종계약 ,IT
 돈 내고 보는건 넷플릭스 뿐  이러다 다 망한다  발칵  결국 특단의 조치,IT
 방송     모두 똑같은 플랫폼 한국  미디어 산업 근간 고민할 때 ,IT
법원  방문진 전     이사장 해임 취소하라 ,IT
    연결성이 핵심       위성통신 주도권 잡아라 ,IT
 방송미디어 생존기로   산업 구조변화 불가피 ,IT
 새벽 시  전여친이 보고싶어요  이런 사람 많더니  국민 메신저  대박,IT
 기획   탄핵발 동력 상실에     대폭 삭감  도로 탈원전 ,IT
 케이블업계 내년 거의 다 적자전환 뿌리부터 투자해야 ,IT
한숨 돌린 롯데케미칼  수익성 제고 명운 달렸다,IT
롯데케미칼  유동성 위기 해소 회사채 특약 삭제 가결,IT
과방위 의원들        지원 확대    삭감 예산 증액   기본법 연내 처리 약속,IT
국회 의협  의대 증원  공개 토론회  연다 정부 의료계 한자리에 종합 ,IT
 전기먹는 하마    에 빅테크도  원자력   신재생  영끌하는데  에너지가 정치판 된 한국,IT
 통신비 인하 성과 거둬  이젠 투자 활성화 필요   통신비  오해와 진실     끝 ,IT
외국인관광객     만명 온다  비자 결제 지도 개선 절실 ,IT
 오늘의   인  흙수저 기관장의 드라마틱한 연구인생   세계적 독성평가기관 만들 것 ,IT
            교모세포종  항암제 내성 극복 단서 찾았다,IT
비트코인   억    만원대 유지          코인  비트마트에 신규 상장,IT
네이버 치지직 일부 스트리머에 내년 말까지 후원 수수료 할인,IT
챗     전화 왓츠앱서도 쓴다,IT
올 게임 수출  위는  던파   서    조 벌었다,IT
중국 창신메모리 제품으로 추측되는        출시,IT
 과기원     교모세포종  항암제 내성  극복할 단서 찾았다  ,IT
 동물  감 다람쥐 주식  도토리 아녔어  알고보니  들쥐 사냥꾼 ,IT
전공의 만난 박주민  의대 정원 관련 모든 가능성 열어두고 대화할 것 ,IT
글로벌 게임사 도약 나선 엔씨 중국부터 베트남까지 해외 진출  속도 ,IT
   중국산 인터넷 공유기 사용 금지 검토,IT
세종텔레콤  알뜰폰  스노우맨  접는다,IT
 단독  유승일 카카오모빌리티     퇴사 후임  미정 ,IT
한미약품 임시주총   모녀 측  경영권 지켰다,IT
 현장  티빙 웨이브 합병 두고    별 온도차  주주 동의 필요      관여 ,IT
현대차   차량용 반도체  파운드리 선정 임박 삼성  나노 유력,IT
선관위 보안자문위   계엄군 점거  서버 점검  훼손 침입 없어 ,IT
이어지는 고환율 기조   삼성전자   하이닉스 영향은,IT
드라마  조명가게  흥행에 원작도 정주행 웹툰 조회수    배 증가,IT
내년 반도체도 양극화 지속   위협   생태계 동력 저하 우려  소부장반차장 ,IT
고려아연 경영권 다툼       외국인 투자 규제  놓고 공방,IT
   퇴근길  갈길 먼    기본법 바디프랜드   가구  선보인 이유는,IT
과학기술 전문가가 꼽은     년의 뉴스  우주항공청 개청 ,IT
권태선 남영진 해임 취소 법원  사유 부족  해임 부당 ,IT
잘 쉬고있니       화성 위성  활동 멈춘 인사이트호 포착  우주를 보다 ,IT
한미반도체  한화정밀기계에   본더 특허 소송 한화  사실과 달라 ,IT
해보지도 않고  알뜰폰 도매 사전규제 부활법  발의 논란,IT
 효도 한 번에  천만원   인기 꺾인  효자템     만원까지 내렸다,IT
     한국   파운데이션모델  상위  사가     장악 ,IT
티빙 웨이브    에 물었다  양사 합병    는 신중한 입장 같던데요  ,IT
  제재서 빠진   반도체 장비사       첨단 장비 개발 속도,IT
화웨이  애플 제치고  스마트워치 시장   위 올라 삼성은 ,IT
삼성디스플레이  돌비와 손잡는다    돌비 비전  기반      앞세운다,IT
              개발 파급력은 전문가  수율     수준 가능 ,IT
내년 부활 예고한 싸이월드   추억      마케팅엔  글쎄 ,IT
  로 안심케어 학습놀이   통신 사  키즈폰  대전 열린다,IT
국회 만난 전공의 대표  젊은 의사 요구 변함없어   정책 중단해야 ,IT
최주희 티빙 대표  웨이브와 합병     동의 필요 신중히 지켜볼 것 ,IT
 매출의    가 수출  알서포트 환율 폭등에도  굳건 한 이유는,IT
윤상현        대표      년  글로벌 확장의 원년으로 ,IT
 한국인 수면시간       평균보다     부족 ,IT
아이폰   시리즈  가격 오를까,IT
무선 충전기  직구로 샀는데  쓰지 마세요  경고 쏟아진 이유,IT
 원티드랩은 난공불락 일본을 어떻게 뚫었나  강철호 원티드 재팬 대표 인터뷰,IT
 다 되는  카카오톡    개국 언어 번역부터 맞춤법 교정까지,IT
닥터나우  창업주 떠난다 정진웅 단독대표 체제 돌입,IT
퀄컴  오라이온    서        기여도는    이하 ,IT
     전에는 별자리 성격 분석 그 나름의 과학  이광식의 천문학  ,IT
 팩플  전화하면 챗   가 질문 받는다 오픈  의 파상공세,IT
   에 사면초가   반도체 더 늦기 전  명예회복  위한 대책 마련 분주 비즈    ,IT
토종     살리기 나선 정부  조원 펀드로 기술 지원,IT
  빅테크 이어 완성차도  자체 칩 설계    팹리스  울상           미소   소부장반차장 ,IT
   첨단  램      온라인 출시   양산 성공 ,IT
최대 실적에도 희망퇴직 나선  이마트  올해 두번째,IT
오픈    유선전화 왓츠앱에도 챗    탑재,IT
한미약품 임시주총서 박재현 대표이사 해임 부결 형제 측 이사회 장악 시도 실패,IT
 손목의 제왕  바뀌었다 애플  웨어러블 점유율     위 ,IT
야놀자리서치  내년 해외 관광객 약     만명 달할 것  국정 혼란이 변수 ,IT
올해 과기계 핵심 뉴스는  우주청 개청  과총 선정 올해의   대 뉴스,IT
현대차  반도체 전략실 조직 재편 자율주행칩 로드맵 변화 촉각,IT
    권태선 이사장 해임처분 취소   방통위 완패   인체제 위법성 재확인,IT
케이카  전기차 캐즘 장기화  화물차     전환  대형     판도 변화 등 시장에 영향 ,IT
조리매연 걱정 끝  중식여왕  정지선 셰프도 감탄한 주방가전,IT
무신사   브랜드  오리털 논란 에  단호히 대응 ,IT
   기능 늘리는 카카오톡   채팅   개 국어로 번역한다,IT
우주청 개청 삼성전자  낸드 올해의 과학기술 주요 뉴스 선정,IT
음성 대화 뛰어든 챗    전화로 접속  플랫폼 확장,IT
지니틱스  노트북 터치패드 모듈 분야로 사업 확대 본격화,IT
 메모리 풍향계  마이크론  내년 실적 둔화 예고에  삼성전자   하이닉스 전망도  잿빛 ,IT
아이즈비전  세종텔레콤 알뜰폰 인수 타진,IT
한화정밀기계  한미반도체 특허침해 소송에  허위 주장 바로 잡겠다  반박,IT
업비트   마켓 인사이트  기능 업데이트   해외 거래소와 시세 차이 확인 지원,IT
한미 한화 정면 충돌     장비 소송전 발발,IT
 헉  교통범칙금   링크 눌렀다가  아차  즉시 해야 할  가지,IT
에릭슨 모빌리티 보고서 발간        구축 필요 ,IT
메타 스마트 안경     만났다  실시간 번역 노래 찾기 척척 ,IT
 세대당 전기료  만 천원 절감  화재위험도 막는  스마트 분전반  나왔다,IT
여당 첫 알뜰폰 점유율 제한법 발의  이통 사 자회사    제한 사전규제 부활 ,IT
대화방 자동번역 해볼까 카카오톡  번역 맞춤법 기능 업데이트,IT
코빗       가상자산 시장 전망 보고서 발간    알트코인 제도권 진입 가속화 ,IT
사상 초유 홈쇼핑  블랙아웃  보름째 과기정통부 역할론,IT
 메모리 풍향계  마이크론     스마트폰 수요 둔화 ,IT
한미약품 임시주총  박재현 대표직 유지  한미에 좋은 결론  종합 ,IT
정부     반도체 등    대 첨단 소재 발굴 조기 선점키로,IT
  전자  세계 첫 무선 투명         글로벌 출시,IT
선 넘은  게임사 허위광고 실질적 대책마련 시급,IT
     홍범식 직속팀 꾸렸다 경영지원   신설,IT
한미약품 임시주총  박재현 대표직 유지  한미에 좋은 결론 ,IT
외환당국 국민연금  외환스왑    억 달러    억 달러,IT
     벽 넘을 묘수  바디프랜드  가구  파밀레  내놓은 까닭 목표 매출은    억,IT
 팩플    와 숏폼 강화   고사 위기       글로벌 경쟁력 키운다,IT
  차 지표 미충족  코아스템켐온  허가 가능성은 ,IT
  사이트  권장혁 한국정보디스플레이학회 수석부회장       가격 경쟁력 높이는 게 관건 ,IT
 냉매없이         더 낮게         세계 최초 소형 초저온 냉각장치 개발,IT
위메이드  웃어도 눈물나는 까닭,IT
세종텔레콤  알뜰폰 사업 정리한다 수익성 악화에    상환기일 임박,IT
법원   인체제 방통위 제동  권태선 방문진 이사장 해임 취소하라 ,IT
로커스체인 대규모 공개테스트 성료    다이나믹 샤딩 기술력 증명,IT
 경영 정상화 신호탄  실적 개선에 집중  한미약품 주총에 본부장들 총출동,IT
대표직 지킨 박재현 한미약품 대표  내년     억 투자해      명가  위상 지킬 것 ,IT
덜 먹으면 덜 늙는 이유 뭘까 분자에서 단서 발견,IT
법원  권태선 방문진 이사장 해임 취소해야  방통위 패소,IT
   명 중  명 사망  무서운 악성  뇌종양  항암제 내성 극복되나,IT
오픈    챗    일반 전화에서도 사용 가능 ,IT
랜섬웨어 조직  상장사 회장 여권까지 공개 기업  복구 완료   탈탈털털 ,IT
   브리핑   서든어택       시즌  사전등록 진행,IT
서울아산병원  알츠하이머병 신약  레켐비  처방 시작,IT
총수일가 이사로 등재된 기업   년 연속 증가    책임경영 긍정적 ,IT
  일 수도권 눈  펑펑    일 한파 특보 예상,IT
알리 테무 등 직구로 산 일부 무선충전기  정부 전자파 기준치 넘었다,IT
       제조       에 삼성    긴장   성능격차 클 듯 ,IT
마이크론  우울한 내년 실적 전망에  주가 급락 ,IT
환율 급등에 남몰래 웃는 소셜카지노 게임사,IT
카카오톡  맞춤법 교정   개국 언어 번역 기능 정식 출시,IT
수소 연료전지 고장 원인 수십 초만에 찾는    나왔다,IT
    해킹 우려    인터넷 라우터 판매 금지 검토,IT
 바이오맥짚기  온코크로스  증시 첫날      껑충    휴온스글로벌도 급등,IT
  첫 민간기업  위성 탑재 로켓  발사 또 실패,IT
삼성전자  개인정보 지키는  이 제품 으로 제대로 인정 받았다,IT
       냉매 필요 없는 소형 초저온 냉각장치  세계 최초  개발,IT
  생물보안법 연내 통과 불발 내년 연장전 돌입,IT
 내년   관광 수요 크게 늘 것  예측한    변수는  국정혼란 조기 수습 ,IT
 내년  천   만명 한국 관광올 듯 중국인 가장 많아 ,IT
비트코인    만 달러 붕괴        긴축 가능성 언급 영향,IT
올해 신규설치 앱    위 모두  해외 플랫폼  테무 압도적  위,IT
카카오엔터  조명가게 원작 웹툰 조회수    배 증가 ,IT
 의료계 의개특위 다시 참여 요청 지역 필수의료 착실히 추진  종합 ,IT
  플랫폼 규제에   재계 또  경고등  국내 기업만 이중고 우려,IT
       소형 초저온 냉각장치 개발 기존 희석식 냉동기 대체 기대,IT
 수련병원 전공의 지원 위축 우려 모집 과정 철저히 관리 ,IT
엔비디아가 출시한   만원짜리   개발자키트 어디에 쓰나,IT
과학자들도 인정한  헬리콥터 부모  자리돔의 양육법  핵잼 사이언스 ,IT
파마리서치  사상 최대 분기 수출   글로벌  뷰티 대표  예고,IT
 기술영업   혁신금융    도입으로 업계 선도 나선     두레이 의 기술영업,IT
 교모세포종 항암제 내성 극복할 유망 표적 유전자 찾았다 ,IT
방문진 권태선  방통위  사과 반성해야  방통위  판결문 검토가 먼저 ,IT
    영풍  고려아연 지분       추가 취득 과반 눈앞,IT
복지부  의료개혁 계속 추진  의료계  대화 재개하자 ,IT
잘 나가던 테슬라     넘게 폭락 이유는,IT
이주호 장관    교과서  교육자료 격하 땐 개인정보보호도 어려워 ,IT
 이미선의 헬스테크  미리 보는 제약바이오 트렌드는  비만치료제     ,IT
챗     음성전화 왓츠앱에서도 쓴다,IT
   가라테를   태권도로   넷플릭스  더빙 논란에  제작사에 수정 요청 ,IT
중국산 공유기 쓰다 해킹당할라    정부  중국산   링크 금지 검토,IT
권태선 방문진 이사장  해임처분 승소 방통위 사과 요구,IT
    구독 도입  전자랜드  가전제품 구독 서비스 오른다 ,IT
 유미   픽   이러다    생태계 무너질라    유럽선 돈 잔치   에선  찬밥 ,IT
    년    첫 상용화 전망  전세계    가입   억건 ,IT
지니틱스  노트북 등    터치패드 모듈로 사업 다각화 추진,IT
          결산   글로벌    격전   진흥 과  규제  두 마리 토끼 잡아야,IT
  흑연업계    경쟁사에      관세 부과 요청,IT
내년 어두운 전망에  마이크론 시간외 주가     급락,IT
갤럭시 언팩 포스터 유출  내년  월   일  갤럭시    슬림도 공개 ,IT
 황금 혀  가진 이집트 미라   구 발견 죽음의 신과 대화  핵잼 사이언스 ,IT
 무선 투명 올레드        시그니처 올레드    글로벌 출시 돌입,IT
  머티리얼즈에어플러스    에어플러스로 사명 변경 반도체 사업 시너지 본격화,IT
   최장 우주유영 기록깼다    기록보다   분 길어   우주로 간다 ,IT
세브란스병원  심방세동 치료  의료기술  펄스장 절제술  성공,IT
월 사용료    만원   오픈   요금제에 쏠린 눈,IT
 조명가게  흥행에 웹툰 열풍 조회수    배  매출    배 증가,IT
아이폰   프로 카메라 확 바뀐다고   천만에 ,IT
마이크론      사업 호조에도 주가     급락한 이유는,IT
 이기자의 게임픽  워게이밍    년만에 신작  스틸헌터 로 새 도전,IT
 근처 갈 만한 커피숍 알려줘   이 번호  누르자 챗   가 받았다  송영찬의 실밸포커스 ,IT
  아마존 노동자들  크리스마스 앞두고 파업 가능성,IT
에릭슨엘지      년 전세계    가입   억건   도입 필요 ,IT
구광모    회장  신년사서  도전과 변화    로 미래 세우자 ,IT
  전자  세계 최초  무선 투명 올레드     출시,IT
 애플  아이폰 하드웨어 구독 서비스 출시 계획 취소 ,IT
           배터리    만 원 대 중저가 폰 잇단 출시,IT
각자  단독 대표 전환 정진웅 닥터나우 대표  미래 비전 시동,IT
마이크론      고객사  곳으로 확장       양산도 자신감,IT
  연구자  노벨화학상 수상자와 협업   로 바이러스 모방한  유전자 전달체  개발,IT
마이크론  내년  메모리 부진  전망 삼성   도 악영향 불가피,IT
 발로란트  이스포츠  역대 최고 성과 달성   발드컵      만명 봤다,IT
         년 전세계 모바일 트래픽     차지 ,IT
외아들 결혼 앞두고 쓰러진 아버지  명 생명 살리고 하늘 나라로,IT
       우주 양자 기술 위한 초소형 초저온 냉각장치 개발,IT
엔비디아  소형 생성형    슈퍼컴  젯슨 오린 나노 슈퍼  출시   가격은 낮춰,IT
  만원대    키즈폰 나왔다          키즈폰 무너 에디션  출시,IT
   의대증원  서남의대 같은 폐교사태 불러올 것 모집 정지해야 ,IT
  로 연료전지 고장 원인 찾는다 분석 속도    배 ,IT
 메모리 풍향계  마이크론  수요 부진에 가이던스  뚝 ,IT
초속        중성자별이 그린  기타 성운 ,IT
바이오플러스  영업개편 공장완공 내년 최대실적 예고,IT
삼성디스플레이  돌비와 손잡고  차량용       리더십 강화,IT
두산에너빌리티    테라파워     기자재 공급사로 선정,IT
스마트폰 없어도 집 전화로도 챗    쓴다,IT
 생물보안법  연내 통과 불발    바이오 저격  실패한  ,IT
   클로즈업  본회의만 남은   기본법  통과돼도 갈길 멀었다,IT
 자막뉴스   눈과 귀로만  했던 다리 점검   이젠 손쉽게  정밀 검사 ,IT
깃허브     코딩비서 무료버전  깃허브 프리  출시,IT
동아에스티 스텔라라 시밀러  이뮬도사  유럽 품목허가 획득,IT
기업 싱크탱크 수장들   고환율 고관세 이중고 우려  한목소리,IT
디즈니   조명가게  흥행에   원작 웹툰도 정주행 열풍,IT
부광약품   년 만 흑자전환  서광  구조조정 신규 수익원 강화,IT
마이크로바이옴 선두주자   사  색   누가 유리할까,IT
 슈퍼앱으로 키우겠다  유인상 선언에     원  사업 커졌다,IT
루닛  임원 블록딜 소식에 주가 하락하자  억원치 장내매수,IT
삼성디스플레이  돌비와 손잡고 차세대 차량용      프로모션,IT
  투자  컴투스    야구 게임 출시 기대 목표가  ,IT
인텔  코어 울트라      성능 분석 결과 공개,IT
 분석   브릿지바이오  자금조달 풍문에 급등락 반복 법차손 해결 진행 상황은,IT
한화큐셀  텐덤셀 상용화 한 발짝 최고 효율 달성,IT
 분석   셀트리온    산도즈     조 바이오시밀러 시장에서 경쟁력은,IT
최상목    월      결과  금융 외환시장 단기적 변동성 확대될 것 ,IT
화웨이      떨어져도   코드 스캔 가능 ,IT
비트코인 급락        한 때   만 달러 선 위협,IT
안현   하이닉스 사장  반도체 주   시간제  부정적 관행 만들까 우려 ,IT
 하루 평균  억원  소문난 기부 맛집        비결 뭐길래,IT
 시세 차이 한 눈에 비교  업비트  마켓 인사이트  기능 추가,IT
   썰    왓츠앱에서  이 번호  전화하면 챗    답한다,IT
코로나 때  반짝   조 넘게 몰리더니 너도나도  손절 러시 ,IT
 메모리 풍향계  마이크론  실적 예상치 상회했지만 가이던스 실망,IT
   클로즈업  한국 게임사는 왜 폴란드에 꽂혔을까,IT
  엠모바일    인 결합  서비스  아무나       출시 왜     클로즈업 ,IT
미국 연준 금리        인하 내년 두 번 추가 금리 인하 관측,IT
소변으로 방광암 조기 진단 두 차례 융합 통해 창업 도전,IT
월    만원에 전문가용   까지 사용 오픈   요금제에 쏠린 눈,IT
내년에도 기약 없는 낸드플래시 증설 투자    키옥시아로 눈돌리는   장비업계,IT
 비즈톡톡  고급    시장서도 밀리는 세계  위 삼성   싼 맛 에서  매운 맛 으로 진화한  ,IT
갤럭시    슬림  조기 출격하나   언팩 초대장 유출   일  템 ,IT
 실적 회복 기대했는데  면세점  환율 급등에 울상,IT
   도 접는데  메타버스 고집하는 롯데이노베이트,IT
인기 웹툰 게임 시장으로 진격 네이버웹툰      확장  총공세 나선다,IT
어쩌면 새드엔딩  백설공주는 심장병  야수에 푹 빠진 벨은 광견병   달콤한 사이언스 ,IT
 응축된 별 의 메시지  암흑물질 비밀 풀까,IT
 사이테크   다람쥐가 잡식성   다람쥐 광범위한 사냥 육식 행동 확인 ,IT
 전문가 칼럼 폐암  조기 발견 항암제 급여화로 완치율 높여야,IT
안전하게 건너자    전자기 센서로 출렁다리 진단,IT
 뉴테크  삼성의 기술력     의 아이디어 만나 차세대    반도체 집적 기술 개발,IT
   과학자 일냈다    로 바이러스 모방 유전자 치료기술 신기원 연다,IT
 젊은 달 은 착각 최소   억살은 됐다,IT
삼성이 자금 부은    팀  차세대 반도체 기술 개발 네이처 게재,IT
 구글 애플 건드리지 마  트럼프 무역팀의 내정간섭,IT
 새해      양자컴 도 신설  최대 규모 될 것 ,IT
마당 빨랫줄까지 피한 드론  와인 한병   분만에 주방에,IT
조선일보 테크팀이 뽑은      테크놀로지   대 뉴스,IT
   첨단  램도 양산  삼성 하이닉스 턱밑 추격,IT
  우주비행사   시간 유영  세계기록 깼다,IT
 무조건  배 간다  초특가 세일중 난리더니 결국 터질게 터졌다,IT
미디어도   전환 리턴제로      기반 기사 작성 어시스턴트  성과 발표,IT
사람 따라 무단횡단 하던 로봇과  쾅   전례 없는 사고  누구 책임 ,IT
 외면했다가  날벼락   청구서 금액만 월      조원  누가 책임져  지구  뭐래  ,IT
  상공회의소    플랫폼법 또 공개 반대,IT
에코프로머티     억 합작 투자 철회  캐즘 때문 ,IT
뉴아인  전기로 뼈전이 암 치료 세계 최초로 전자약 개발 중 ,IT
위기의   반도체  생태계 이끌 한국형 공공 파운드리 만들자 ,IT
초격차도 이젠 옛말    반도체  역사상 최대 위기   골든타임 얼마 없다  호소,IT
생존의 기로에 서 있는   반도체 공학한림원    년간    조 지원해야 ,IT
석유 키우는    수소 찾는    내년 국제 유가 하락 ,IT
반도체산업 부지런함 사라졌다     산업 위기에  주   시간  탓한 공학한림원,IT
    만명  초유의 이탈 행렬  쫄딱 망한 줄 알았는데  의외의 반전 ,IT
      만들어 반도체 위기 극복 주   시간은 걸림돌  종합 ,IT
   다음은 양자  실험실 벗어나 상용화 이끈다,IT
   간접출자  키옥시아 상장 첫날     올라 시총    조원,IT
구글 닥스서 제미나이 바로 쓴다 기사작성도 몇 초 만에 뚝딱,IT
 통신비      평균 절반 안돼  기기 할부금  제외 필요성  통신비 오해와 진실     ,IT
      건성 황반변성 펩타이트 치료제 기술이전,IT
안현   하이닉스 개발총괄 사장  주   시간제  반도체 개발에 부정적인 영향 ,IT
 이게 정말 될까  온 가족이 슬픈  치매  토종 치료제 나오나,IT
왜 거기서 나와  뒷마당에서  선사시대 마스토돈  화석 발견 핵잼 사이언스 ,IT
    년 우리를 괴롭힐 사이버 위협은   탈탈털털 ,IT
 이러면 애플 안 쓴다    만원 주고 샀는데 의외의  반전 ,IT
 민간 저궤도위성 활용 해역 감시     해양영역인식  강화해 해양주권 높여야   사이언스 ,IT
비만치료제 위고비 대항마   트럼프 정부 출범 네이처      년 주목할 과학이벤트,IT
고성능 제미나이 조기 도입     자존심  회복 나선 구글,IT
 박형욱 박단 불참     의료사태 해결 토론회  시작 전부터 삐걱,IT
     상위    논문 비중  세계 최상위 한우물 연구로 예산   배 유럽  제쳐,IT
웹툰 강남미인 이생잘  게임도 잘 부탁해 ,IT
종로 떠나는 카카오엔터  내년  월 판교로 옮긴다,IT
   퇴근길  구글  제미나이     협업툴 공략법은  요기요   이유있는 흑자 전환,IT
네이버가 쏜다  웹툰 보고 호캉스 가자,IT
업계 떠는  플랫폼법  도입 재시동 여야  새 규제 논의 필요  공감,IT
김남균 전기연구원장    년 걸려도  돈 되는 기술  도전 ,IT
머스크가 비행기에서 즐긴 이 게임 카카오게임즈도 덕 볼까,IT
   비서 선보인 세일즈포스   명령 안해도 알아서 업무 보조 ,IT
